HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Previous Names	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved			BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q23-q24	AB014531	NM_015162
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved			BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved			FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved				16q24.3	AK075499	NM_174917
HGNC:3569	ACSL1	acyl-CoA synthetase long-chain family member 1	Approved	FACL2	"fatty-acid-Coenzyme A ligase, long-chain 2"	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995
HGNC:3570	ACSL3	acyl-CoA synthetase long-chain family member 3	Approved	FACL3	"fatty-acid-Coenzyme A ligase, long-chain 3"	ACS3, PRO2194	2q34-q35	D89053	NM_004457
HGNC:3571	ACSL4	acyl-CoA synthetase long-chain family member 4	Approved	FACL4, MRX63, MRX68	"fatty-acid-Coenzyme A ligase, long-chain 4", "mental retardation, X-linked 63", "mental retardation, X-linked 68"	ACS4, LACS4	Xq22.3-q23	BC034959	NM_004458
HGNC:16526	ACSL5	acyl-CoA synthetase long-chain family member 5	Approved	FACL5	"fatty-acid-Coenzyme A ligase, long-chain 5"	ACS5, ACS2	10q25.1-q25.2	AB033899	NM_016234
HGNC:16496	ACSL6	acyl-CoA synthetase long-chain family member 6	Approved	FACL6	"fatty-acid-Coenzyme A ligase, long-chain 6"	KIAA0837, ACS2, LACS5, LACS2	5q31	AB020644	NM_015256
HGNC:18049	ACSM1	acyl-CoA synthetase medium-chain family member 1	Approved	BUCS1	"butyryl Coenzyme A synthetase 1"	MACS1	16p12.3	AB059429	NM_052956
HGNC:32017	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Approved	ACSM2	"acyl-CoA synthetase medium-chain family member 2"	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001010845
HGNC:30931	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Approved	ACSM2	"acyl-CoA synthetase medium-chain family member 2"	HXMA, HYST1046	16p12.3	AY160217	NM_182617
HGNC:10522	ACSM3	acyl-CoA synthetase medium-chain family member 3	Approved	SAH	"SA (rat hypertension-associated) homolog", "SA hypertension-associated homolog (rat)"	SA	16p13.11	D16350	NM_005622
HGNC:32016	ACSM4	acyl-CoA synthetase medium-chain family member 4	Approved				12p13.31		NM_001080454
HGNC:26060	ACSM5	acyl-CoA synthetase medium-chain family member 5	Approved			FLJ20581	16p12.3		NM_017888
HGNC:31665	ACSM6	acyl-CoA synthetase medium-chain family member 6	Approved	C10orf129	"chromosome 10 open reading frame 129"	bA310E22.3	10q23.33		NM_207321
HGNC:16091	ACSS1	acyl-CoA synthetase short-chain family member 1	Approved	ACAS2L	"acetyl-Coenzyme A synthetase 2 (AMP forming)-like"	dJ568C11.3, AceCS2L, MGC33843	20p11.23-p11.21		NM_032501
HGNC:15814	ACSS2	acyl-CoA synthetase short-chain family member 2	Approved	ACAS2	"acetyl-Coenzyme A synthetase 2 (ADP forming)"	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677
HGNC:24723	ACSS3	acyl-CoA synthetase short-chain family member 3	Approved			FLJ21963	12q21.31		NM_024560
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA		NEM3	1q42.13	J00068	NM_001100
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved			ACTSA	10q23.31	X13839	NM_001613
HGNC:132	ACTB	actin, beta	Approved				7p22	M28424	NM_001101
HGNC:17780	ACTBL2	actin, beta-like 2	Approved			DKFZp686D0972	5q11.2		NM_001017992
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	"actin, alpha, cardiac muscle"	CMD1R	15q14	BC009978	NM_005159
HGNC:144	ACTG1	actin, gamma 1	Approved	ACTG, DFNA20, DFNA26	"deafness, autosomal dominant 20; deafness, autosomal dominant 26"		17q25		NM_001614
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3		ACTSG	2p13.1		NM_001615
HGNC:24124	ACTL6A	actin-like 6A	Approved			Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	AK098691	NM_004301
HGNC:160	ACTL6B	actin-like 6B	Approved	ACTL6	"actin-like 6"	BAF53B	7q22	AB015906	NM_016188
HGNC:161	ACTL7A	actin-like 7A	Approved				9q31	BC014610	NM_006687
HGNC:162	ACTL7B	actin-like 7B	Approved			Tact1	9q31	BC033789	NM_006686
HGNC:24018	ACTL8	actin-like 8	Approved			CT57	1p36.2-p35	AK057339	NM_030812
HGNC:28494	ACTL9	actin-like 9	Approved			MGC33407	19p13.2		NM_178525
HGNC:16127	ACTL10	actin-like 10	Approved	C20orf134	"chromosome 20 open reading frame 134"		20q11.22	AL121906	
HGNC:163	ACTN1	actinin, alpha 1	Approved				14q24.1	M95178	NM_001102
HGNC:164	ACTN2	actinin, alpha 2	Approved				1q42-q43	BC047901	NM_001103
HGNC:165	ACTN3	actinin, alpha 3 (gene/pseudogene)	Approved		"actinin, alpha 3"		11q13.2	M86407	NM_001104
HGNC:166	ACTN4	actinin, alpha 4	Approved	FSGS1	"focal segmental glomerulosclerosis 1"		19q13	D89980	
HGNC:167	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	Approved		"ARP1 (actin-related protein 1, yeast) homolog A (centractin alpha)"	ARP1	10q24	X82206	
HGNC:168	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	Approved	CTRN2	"ARP1 (actin-related protein 1, yeast) homolog B (centractin beta)"		2q11.1-q11.2	X82207	NM_005735
HGNC:169	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	Approved		"ARP2 (actin-related protein 2, yeast) homolog"	ARP2	2p14	AF006082	NM_001005386
HGNC:170	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	Approved		"ARP3 (actin-related protein 3, yeast) homolog"	ARP3	2q14.1	AF006083	NM_005721
HGNC:17256	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Approved			ARP11, ARP3beta	7q36.1		NM_020445
HGNC:37282	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	Approved			ARP11	7q36.1		
HGNC:14671	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	Approved		"ARP5 (actin-related protein 5, yeast) homolog"	FLJ12785, Arp5, INO80M	20q12	AK022847	NM_024855
HGNC:24025	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	Approved			ARP6, FLJ13433	12q23.1	AF212251	NM_022496
HGNC:14672	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	Approved		"ARP8 (actin-related protein 8, yeast) homolog"	INO80N	3p21.31		NM_022899
HGNC:17372	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	Approved			HARP11, ACTR11, Arp11	14q23.1	AF220190	
HGNC:24027	ACTRT1	actin-related protein T1	Approved			AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	NM_138289
HGNC:24026	ACTRT2	actin-related protein T2	Approved			Arp-T2, ARPM2, FLJ25424	1p36.3	AF440740, AB057364	NM_080431
HGNC:24022	ACTRT3	actin-related protein T3	Approved			ARPM1	3q26.2	AK055346	NM_032487
HGNC:171	ACVR1	activin A receptor, type I	Approved	ACVRLK2		SKR1, ALK2, ACVR1A	2q23-q24		NM_001105
HGNC:172	ACVR1B	activin A receptor, type IB	Approved	ACVRLK4		ALK4, SKR2, ActRIB	12q13		NM_020328
HGNC:18123	ACVR1C	activin A receptor, type IC	Approved			ALK7, ACVRLK7	2q24.2	BC022530	NM_145259
HGNC:173	ACVR2A	activin A receptor, type IIA	Approved	ACVR2	"activin A receptor, type II"	ACTRII	2q22.2-q23.3		NM_001616
HGNC:174	ACVR2B	activin A receptor, type IIB	Approved			ActR-IIB	3p22	X77533	NM_001106
HGNC:175	ACVRL1	activin A receptor type II-like 1	Approved	ACVRLK1, ORW2		HHT2, ALK1, HHT	12q13.13	L17075	
HGNC:177	ACY1	aminoacylase 1	Approved				3p21.2	L07548	NM_000666
HGNC:24104	ACY3	aspartoacylase (aminocyclase) 3	Approved			HCBP1, MGC9740, ACY-3	11q13.2	BC008689	NM_080658
HGNC:179	ACYP1	acylphosphatase 1, erythrocyte (common) type	Approved				14q24.3	X84194	
HGNC:180	ACYP2	acylphosphatase 2, muscle type	Approved				2p16.2	X84195	
HGNC:186	ADA	adenosine deaminase	Approved				20q13.12	X02994	NM_000022
HGNC:30713	ADAD1	adenosine deaminase domain containing 1 (testis-specific)	Approved			Tenr	4q27	AK057303	NM_139243
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved			TENRL, FLJ00337	16q24.1	AF447586	NM_139174
HGNC:31853	ADAL	adenosine deaminase-like	Approved				15q15.3		XM_091156
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	"fertilin beta"	PH-30b, PH30, CT15	8p11.2	U52370	NM_001464
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		"a disintegrin and metalloproteinase domain 7"	GP-83, EAPI	8p21.2	AF090327	NM_003817
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		"a disintegrin and metalloproteinase domain 8"	CD156, MS2, CD156a	10q26.3	D26579	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	"a disintegrin and metalloproteinase domain 9 (meltrin gamma)", "cone rod dystrophy 9"	MDC9, KIAA0021, MCMP, Mltng	8p11.23	U41766	
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		"a disintegrin and metalloproteinase domain 10"	kuz, MADM, HsT18717, CD156c	15q2	AF009615	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC	"a disintegrin and metalloproteinase domain 11"		17q21.3	D17390	NM_002390
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		"a disintegrin and metalloproteinase domain 12 (meltrin alpha)"	MCMPMltna, MLTN	10q26	AF023476	
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		"a disintegrin and metalloproteinase domain 15 (metargidin)"	MDC15	1q21.3	U46005	NM_003815
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	"tumor necrosis factor, alpha, converting enzyme"	cSVP, CD156B	2p25	U69611	
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		"a disintegrin and metalloproteinase domain 18"	tMDCIII, ADAM27	8p11.22	AJ133004	NM_014237
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		"a disintegrin and metalloproteinase domain 19 (meltrin beta)"	MLTNB	5q33.3	AF311317	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved		"a disintegrin and metalloproteinase domain 20"		14q24.2	AF029899	
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		"a disintegrin and metalloproteinase domain 21"	ADAM31	14q24.1	AF029900	
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		"a disintegrin and metalloproteinase domain 22"	MDC2	7q21	AB009671	NM_021723
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		"a disintegrin and metalloproteinase domain 23"	MDC3	2q33	AB009672	NM_003812
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		"a disintegrin and metalloproteinase domain 28"	eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	NM_021778
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		"a disintegrin and metalloproteinase domain 29"	svph1, CT73	4q34.1	AF171929	
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		"a disintegrin and metalloproteinase domain 30"	svph4	1p12	AF171932	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved		"a disintegrin and metalloproteinase domain 32"		8p11.22	BC026085	NM_145004
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	"a disintegrin and metalloproteinase domain 33", "chromosome 20 open reading frame 153"	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	NM_025220
HGNC:16299	ADAMDEC1	ADAM-like, decysin 1	Approved			M12.219	8p12	Y13323	NM_014479
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1"	C3-C5, METH1, KIAA1346	21q21.3	AF060152	
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2"	ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q23-q24	AJ003125	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3"	KIAA0366, ADAMTS-4	4q21	AB002364	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 4"	KIAA0688, ADAMTS-2, ADMP-1	1q31-q32	AB014588	NM_005099
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)"	ADMP-2, ADAMTS11	21q21.3	AF142099	
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 6"	ADAM-TS6	5q13	AF140674	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 7"	ADAM-TS7, DKFZp434H204	15q25.1	AF140675	NM_014272
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 8"	METH2, FLJ41712, ADAM-TS8	11q25	AF060153	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9"	KIAA1312	3p14.1	AF261918	
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10"	ADAM-TS10	19p13.2	AF163762	NM_030957
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 12"		5q35	AJ250725	NM_030955
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	Approved	C9orf8	"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13"	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34	AJ011374	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 14"		10q21	AF358666	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15"		11q25	AJ315733	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 16"	ADAMTS16s	5p15	AJ315734	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 17"	FLJ32769, FLJ16363	15q24	AJ315735	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	Approved	ADAMTS21	"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18"		16q23	AJ311903	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19"		5q23.3	AJ311904	NM_133638
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	Approved		"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20"	GON-1	12q12	AF488804	NM_025003
HGNC:14632	ADAMTSL1	ADAMTS-like 1	Approved	C9orf94	"chromosome 9 open reading frame 94"	ADAMTSR1, FLJ35283	9p21.3	AF176313	
HGNC:14631	ADAMTSL2	ADAMTS-like 2	Approved			KIAA0605	9q34.3	AB011177	NM_014694
HGNC:14633	ADAMTSL3	ADAMTS-like 3	Approved			KIAA1233, punctin-2	15q25.2	AF237652	NM_207517
HGNC:19706	ADAMTSL4	ADAMTS-like 4	Approved	TSRC1	"thrombospondin repeat containing 1"	DKFZP434K1772	1q21.2	BC027478	NM_019032
HGNC:27912	ADAMTSL5	ADAMTS-like 5	Approved	THSD6	"thrombospondin, type I, domain containing 6"		19p13.3	BC040620	XM_294919
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	CENTA1	"centaurin, alpha 1"	GCS1L	7p22.3	AJ006422	NM_006869
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	CENTA2	"centaurin, alpha 2"		17q11.2	AJ238994	NM_018404
HGNC:225	ADAR	adenosine deaminase, RNA-specific	Approved	IFI4, G1P1	"interferon-induced protein 4"	ADAR1	1q21.3	BC038227	NM_001111
HGNC:226	ADARB1	adenosine deaminase, RNA-specific, B1	Approved		"adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)"	ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	U76420	NM_015833
HGNC:227	ADARB2	adenosine deaminase, RNA-specific, B2 (non-functional)	Approved		"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)", "adenosine deaminase, RNA-specific, B2"	RED2, hRED2, ADAR3	10p15.3	AF034837	NM_018702
HGNC:228	ADAT1	adenosine deaminase, tRNA-specific 1	Approved				16q23	AF125188	NM_012091
HGNC:21172	ADAT2	adenosine deaminase, tRNA-specific 2	Approved	DEADC1	"deaminase domain containing 1", "adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)"	dJ20N2.1, TAD2	6q24.2	BC037955	XM_059727
HGNC:25151	ADAT3	adenosine deaminase, tRNA-specific 3	Approved		"adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)"	TAD3	19p13.3	BC011824	NM_138422
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved			FLJ39600	14q24	AK096919	NM_020421
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved			MGC20727	7q34	AF131745	NM_052853
HGNC:16812	ADCK3	aarF domain containing kinase 3	Approved	CABC1	"chaperone-ABC1 (activity of bc1 complex, S.pombe)-like", "chaperone, ABC1 activity of bc1 complex like (S. pombe)", "chaperone, ABC1 activity of bc1 complex homolog (S. pombe)"	COQ8, SCAR9	1q42.11	AJ278126	NM_020247
HGNC:19041	ADCK4	aarF domain containing kinase 4	Approved			FLJ12229, COQ8	19q13.2	AK022291	NM_024876
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved			FLJ35454	8q24.3	BC032402	NM_174922
HGNC:232	ADCY1	adenylate cyclase 1 (brain)	Approved			AC1	7p13-p12	L05500	NM_021116
HGNC:233	ADCY2	adenylate cyclase 2 (brain)	Approved			HBAC2, KIAA1060, AC2	5p15.3	AB028983	NM_020546
HGNC:234	ADCY3	adenylate cyclase 3	Approved			AC3	2p23.3	AF033861	
HGNC:235	ADCY4	adenylate cyclase 4	Approved			AC4	14q11.2	AF497516	
HGNC:236	ADCY5	adenylate cyclase 5	Approved			AC5	3q21.1	U65473	XM_171048
HGNC:237	ADCY6	adenylate cyclase 6	Approved			AC6	12q12-q13		NM_020983
HGNC:238	ADCY7	adenylate cyclase 7	Approved			KIAA0037, AC7	16q12.1	D25538	
HGNC:239	ADCY8	adenylate cyclase 8 (brain)	Approved	ADCY3		HBAC1, AC8	8q24	Z35309	
HGNC:240	ADCY9	adenylate cyclase 9	Approved			AC9	16p13.3	AF036927	
HGNC:21285	ADCY10	adenylate cyclase 10 (soluble)	Approved			SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24	AF271058	NM_018417
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	Approved			PACAP	18p11	S83513	NM_001117
HGNC:242	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	Approved			PAC1, PACAPR, PAC1R	7p14.3		NM_001118
HGNC:243	ADD1	adducin 1 (alpha)	Approved				4p16.3	L07261	NM_014189
HGNC:244	ADD2	adducin 2 (beta)	Approved			ADDB	2p13.3	X58199	NM_001617
HGNC:245	ADD3	adducin 3 (gamma)	Approved	ADDL			10q25.2	U37122	NM_019903
HGNC:21212	ADGB	androglobin	Approved	C6orf103	"chromosome 6 open reading frame 103"	FLJ23121, dJ408K24.1	6q24.2	AK026774	NM_024694
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	Approved	ADH1			4q23	M12963	NM_000667
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	Approved	ADH2			4q23	AF153821	NM_000668
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Approved	ADH3			4q23	M12272	NM_000669
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	Approved			ADH-2	4q22	M15943	NM_000670
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Approved	FDH	"formaldehyde dehydrogenase"	ADH-3, ADHX	4q23	M29872	NM_000671
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	Approved			ADH-5	4q23	AK092768	NM_000672
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Approved			ADH-4	4q23-q24	X76342	NM_000673
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing, 1	Approved			ADHFe1, FLJ32430	8q12.3	AK056992	NM_144650
HGNC:30576	ADI1	acireductone dioxygenase 1	Approved			SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.2		NM_018269
HGNC:28606	ADIG	adipogenin	Approved		"adipogenesis associated"	MGC39724, SMAF1, RP5-1100H13.2	20q11.23	BC029594	NM_001018082
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	Approved	ACDC	"adipocyte, C1Q and collagen domain containing"	ACRP30, AdipoQ, apM1, GBP28, adiponectin	3q27	D45371	NM_004797
HGNC:24040	ADIPOR1	adiponectin receptor 1	Approved			PAQR1, ACDCR1	1q32.1		NM_015999
HGNC:24041	ADIPOR2	adiponectin receptor 2	Approved			PAQR2, ACDCR2	12p13	AY424280	NM_024551
HGNC:24043	ADIRF	adipogenesis regulatory factor	Approved	C10orf116	"chromosome 10 open reading frame 116"	APM2, AFRO	10q23.31	BC004471	NM_006829
HGNC:257	ADK	adenosine kinase	Approved			AK	10q22.2	U50196	NM_001123, NM_006721
HGNC:259	ADM	adrenomedullin	Approved			AM	11p15.4	D14874	NM_001124
HGNC:28898	ADM2	adrenomedullin 2	Approved			AM2, FLJ21135	22q13.33	AF529213	NM_024866
HGNC:27293	ADM5	adrenomedullin 5 (putative)	Approved	C19orf76	"chromosome 19 open reading frame 76", "adrenomedullin 5 homolog (pig)"	AM5	19q13.33	BC032764	NM_001101340
HGNC:15766	ADNP	activity-dependent neuroprotector homeobox	Approved		"activity-dependent neuroprotector"	KIAA0784, ADNP1	20q13.13	AF250860	NM_181442
HGNC:23803	ADNP2	ADNP homeobox 2	Approved	ZNF508	"zinc finger protein 508"	KIAA0863	18q23	AB020670	NM_014913
HGNC:23506	ADO	2-aminoethanethiol (cysteamine) dioxygenase	Approved	C10orf22	"chromosome 10 open reading frame 22"	FLJ14547	10q21.3	BC028589	NM_032804
HGNC:262	ADORA1	adenosine A1 receptor	Approved			RDC7	1q32.1	BC026340	NM_000674
HGNC:263	ADORA2A	adenosine A2a receptor	Approved	ADORA2		RDC8	22q11.23	X68486	NM_000675
